latitude,longitude,PK
43.604652,1.444209,0.0
43.60441035483871,1.443012735483871,0.1
43.604168709677424,1.441816470967742,0.2
43.60392706451613,1.440620206451613,0.3
43.60368541935484,1.439423941935484,0.4
43.60344377419355,1.438227677419355,0.5
43.60320212903226,1.4370314129032258,0.6
43.602960483870966,1.4358351483870968,0.7
43.60271883870968,1.4346388838709678,0.8
43.60247719354839,1.4334426193548389,0.9
43.6022355483871,1.4322463548387097,1.0
43.60199390322581,1.4310500903225807,1.1
43.601752258064515,1.4298538258064517,1.2
43.601510612903226,1.4286575612903227,1.3
43.60126896774194,1.4274612967741935,1.4
43.60102732258065,1.4262650322580646,1.5
43.60078567741935,1.4250687677419356,1.6
43.600544032258064,1.4238725032258066,1.7
43.600302387096775,1.4226762387096774,1.8
43.600060741935486,1.4214799741935484,1.9
43.5998190967742,1.4202837096774195,2.0
43.5995774516129,1.4190874451612905,2.1
43.59933580645161,1.4178911806451613,2.2
43.599094161290324,1.4166949161290323,2.3
43.598852516129035,1.4154986516129033,2.4
43.59861087096775,1.4143023870967744,2.5
43.59836922580645,1.4131061225806452,2.6
43.59812758064516,1.4119098580645162,2.7
43.59788593548387,1.4107135935483872,2.8
43.597644290322584,1.409517329032258,2.9
43.59740264516129,1.408321064516129,3.0
43.597161,1.4071248,3.1
43.59691935483871,1.405928535483871,3.2
43.59667770967742,1.4047322709677421,3.3
43.59643606451613,1.403536006451613,3.4
43.59619441935484,1.402339741935484,3.5
43.59595277419355,1.401143477419355,3.6
43.59571112903226,1.3999472129032258,3.7
43.59546948387097,1.3987509483870968,3.8
43.595227838709675,1.3975546838709678,3.9
43.59498619354839,1.3963584193548388,4.0
43.5947445483871,1.3951621548387096,4.1
43.59450290322581,1.3939658903225807,4.2
43.59426125806452,1.3927696258064517,4.3
43.594019612903224,1.3915733612903227,4.4
43.593777967741936,1.3903770967741935,4.5
43.59353632258065,1.3891808322580645,4.6
43.59329467741936,1.3879845677419356,4.7
43.59305303225806,1.3867883032258066,4.8
43.59281138709677,1.3855920387096774,4.9
43.592569741935485,1.3843957741935484,5.0
43.592328096774196,1.3831995096774194,5.1
43.59208645161291,1.3820032451612905,5.2
43.59184480645161,1.3808069806451613,5.3
43.59160316129032,1.3796107161290323,5.4
43.591361516129034,1.3784144516129033,5.5
43.591119870967745,1.3772181870967743,5.6
43.59087822580645,1.3760219225806452,5.7
43.59063658064516,1.3748256580645162,5.8
43.59039493548387,1.3736293935483872,5.9
43.59015329032258,1.3724331290322582,6.0
43.589911645161294,1.371236864516129,6.1
43.58967,1.3700406,6.2
43.58942835483871,1.368844335483871,6.3
43.58918670967742,1.3676480709677419,6.4
43.58894506451613,1.366451806451613,6.5
43.58870341935484,1.365255541935484,6.6
43.58846177419355,1.364059277419355,6.7
43.58822012903226,1.3628630129032258,6.8
43.58797848387097,1.3616667483870968,6.9
43.58773683870968,1.3604704838709678,7.0
43.587495193548385,1.3592742193548388,7.1
43.587253548387096,1.3580779548387096,7.2
43.58701190322581,1.3568816903225807,7.3
43.58677025806452,1.3556854258064517,7.4
43.58652861290323,1.3544891612903227,7.5
43.586286967741934,1.3532928967741935,7.6
43.586045322580645,1.3520966322580645,7.7
43.58580367741936,1.3509003677419356,7.8
43.58556203225807,1.3497041032258066,7.9
43.58532038709677,1.3485078387096774,8.0
43.58507874193548,1.3473115741935484,8.1
43.584837096774194,1.3461153096774194,8.2
43.584595451612905,1.3449190451612905,8.3
43.58435380645162,1.3437227806451613,8.4
43.58411216129032,1.3425265161290323,8.5
43.58387051612903,1.3413302516129033,8.6
43.58362887096774,1.3401339870967743,8.7
43.583387225806455,1.3389377225806451,8.8
43.58314558064516,1.3377414580645162,8.9
43.58290393548387,1.3365451935483872,9.0
43.58266229032258,1.3353489290322582,9.1
43.58242064516129,1.334152664516129,9.2
43.582179000000004,1.3329564,9.3
43.58193735483871,1.331760135483871,9.4
43.58169570967742,1.330563870967742,9.5
43.58145406451613,1.329367606451613,9.6
43.58121241935484,1.328171341935484,9.7
43.58097077419355,1.326975077419355,9.8
43.58072912903226,1.3257788129032257,9.9
43.58048748387097,1.3245825483870968,10.0
43.58024583870968,1.3233862838709678,10.1
43.58000419354839,1.3221900193548388,10.2
43.579762548387095,1.3209937548387096,10.3
43.579520903225806,1.3197974903225806,10.4
43.57927925806452,1.3186012258064517,10.5
43.57903761290323,1.3174049612903227,10.6
43.57879596774194,1.3162086967741935,10.7
43.57855432258064,1.3150124322580645,10.8
43.578312677419355,1.3138161677419355,10.9
43.578071032258066,1.3126199032258066,11.0
43.57782938709678,1.3114236387096774,11.1
43.57758774193548,1.3102273741935484,11.2
43.57734609677419,1.3090311096774194,11.3
43.577104451612904,1.3078348451612904,11.4
43.576862806451615,1.3066385806451613,11.5
43.576621161290326,1.3054423161290323,11.6
43.57637951612903,1.3042460516129033,11.7
