lat,lon,pk
43.6045,1.444,0.0
43.60387810945274,1.4431069651741293,0.1
43.60325621890547,1.4422139303482586,0.2
43.602634328358214,1.441320895522388,0.3
43.60201243781095,1.4404278606965173,0.4
43.601390547263684,1.4395348258706466,0.5
43.60076865671642,1.438641791044776,0.6
43.60014676616915,1.4377487562189055,0.7
43.599524875621896,1.4368557213930349,0.8
43.59890298507463,1.4359626865671642,0.9
43.598281094527366,1.4350696517412935,1.0
43.5976592039801,1.4341766169154229,1.1
43.597037313432836,1.4332835820895522,1.2
43.59641542288557,1.4323905472636815,1.3
43.59579353233831,1.4314975124378109,1.4
43.59517164179105,1.4306044776119402,1.5
43.59454975124378,1.4297114427860695,1.6
43.59392786069652,1.4288184079601989,1.7
43.59330597014925,1.4279253731343282,1.8
43.592684079601995,1.4270323383084578,1.9
43.59206218905473,1.426139303482587,2.0
43.591440298507464,1.4252462686567164,2.1
43.5908184079602,1.4243532338308458,2.2
43.590196517412934,1.4234601990049751,2.3
43.58957462686568,1.4225671641791044,2.4
43.58895273631841,1.4216741293532338,2.5
43.58833084577115,1.4207810945273631,2.6
43.58770895522388,1.4198880597014925,2.7
43.587087064676616,1.4189950248756218,2.8
43.58646517412935,1.4181019900497511,2.9
43.58584328358209,1.4172089552238805,3.0
43.58522139303483,1.4163159203980098,3.1
43.58459950248756,1.4154228855721394,3.2
43.5839776119403,1.4145298507462687,3.3
43.58335572139303,1.413636815920398,3.4
43.582733830845775,1.4127437810945274,3.5
43.58211194029851,1.4118507462686567,3.6
43.581490049751245,1.410957711442786,3.7
43.58086815920398,1.4100646766169154,3.8
43.580246268656715,1.4091716417910447,3.9
43.57962437810946,1.408278606965174,4.0
43.57900248756219,1.4073855721393034,4.1
43.57838059701493,1.4064925373134327,4.2
43.57775870646766,1.405599502487562,4.3
43.5771368159204,1.4047064676616916,4.4
43.57651492537314,1.403813432835821,4.5
43.575893034825874,1.4029203980099503,4.6
43.57527114427861,1.4020273631840796,4.7
43.574649253731344,1.401134328358209,4.8
43.57402736318408,1.4002412935323383,4.9
43.573405472636814,1.3993482587064676,5.0
43.572783582089556,1.398455223880597,5.1
43.57216169154229,1.3975621890547263,5.2
43.571539800995026,1.3966691542288556,5.3
43.57091791044776,1.395776119402985,5.4
43.570296019900496,1.3948830845771143,5.5
43.56967412935324,1.3939900497512436,5.6
43.56905223880597,1.3930970149253732,5.7
43.56843034825871,1.3922039800995025,5.8
43.56780845771144,1.3913109452736319,5.9
43.56718656716418,1.3904179104477612,6.0
43.56656467661692,1.3895248756218905,6.1
43.565942786069655,1.3886318407960199,6.2
43.56532089552239,1.3877388059701492,6.3
43.564699004975125,1.3868457711442785,6.4
43.56407711442786,1.3859527363184079,6.5
43.563455223880595,1.3850597014925372,6.6
43.56283333333334,1.3841666666666665,6.7
43.56221144278607,1.3832736318407959,6.8
43.56158955223881,1.3823805970149254,6.9
43.56096766169154,1.3814875621890548,7.0
43.56034577114428,1.380594527363184,7.1
43.55972388059702,1.3797014925373134,7.2
43.559101990049754,1.3788084577114428,7.3
43.55848009950249,1.3779154228855721,7.4
43.557858208955224,1.3770223880597015,7.5
43.55723631840796,1.3761293532338308,7.6
43.5566144278607,1.3752363184079601,7.7
43.555992537313436,1.3743432835820895,7.8
43.55537064676617,1.3734502487562188,7.9
43.554748756218906,1.3725572139303481,8.0
43.55412686567164,1.3716641791044775,8.1
43.55350497512438,1.370771144278607,8.2
43.55288308457712,1.3698781094527364,8.3
43.55226119402985,1.3689850746268657,8.4
43.55163930348259,1.368092039800995,8.5
43.55101741293532,1.3671990049751244,8.6
43.55039552238806,1.3663059701492537,8.7
43.5497736318408,1.365412935323383,8.8
43.549151741293535,1.3645199004975124,8.9
43.54852985074627,1.3636268656716417,9.0
43.547907960199005,1.362733830845771,9.1
43.54728606965174,1.3618407960199004,9.2
43.54666417910448,1.3609477611940297,9.3
43.54604228855722,1.3600547263681593,9.4
43.54542039800995,1.3591616915422886,9.5
43.54479850746269,1.358268656716418,9.6
43.54417661691542,1.3573756218905473,9.7
43.543554726368164,1.3564825870646766,9.8
43.5429328358209,1.355589552238806,9.9
43.542310945273634,1.3546965174129353,10.0
43.54168905472637,1.3538034825870646,10.1
43.541067164179104,1.352910447761194,10.2
43.54044527363184,1.3520174129353233,10.3
43.53982338308458,1.3511243781094526,10.4
43.539201492537316,1.350231343283582,10.5
43.53857960199005,1.3493383084577113,10.6
43.537957711442786,1.3484452736318406,10.7
43.53733582089552,1.3475522388059702,10.8
43.53671393034826,1.3466592039800995,10.9
43.536092039801,1.3457661691542289,11.0
43.53547014925373,1.3448731343283582,11.1
43.53484825870647,1.3439800995024875,11.2
43.5342263681592,1.3430870646766169,11.3
43.533604477611945,1.3421940298507462,11.4
43.53298258706468,1.3413009950248755,11.5
43.532360696517415,1.3404079601990049,11.6
43.53173880597015,1.3395149253731342,11.7
43.531116915422885,1.3386218905472635,11.8
43.53049502487562,1.337728855721393,11.9
43.52987313432836,1.3368358208955224,12.0
43.5292512437811,1.3359427860696518,12.1
43.52862935323383,1.3350497512437811,12.2
43.52800746268657,1.3341567164179104,12.3
43.5273855721393,1.3332636815920398,12.4
43.526763681592044,1.3323706467661691,12.5
43.52614179104478,1.3314776119402985,12.6
43.525519900497514,1.3305845771144278,12.7
43.52489800995025,1.3296915422885571,12.8
43.524276119402984,1.3287985074626865,12.9
43.523654228855726,1.3279054726368158,13.0
43.52303233830846,1.3270124378109451,13.1
43.522410447761196,1.3261194029850745,13.2
43.52178855721393,1.325226368159204,13.3
43.521166666666666,1.3243333333333334,13.4
43.52054477611941,1.3234402985074627,13.5
43.51992288557214,1.322547263681592,13.6
43.51930099502488,1.3216542288557214,13.7
43.51867910447761,1.3207611940298507,13.8
43.51805721393035,1.31986815920398,13.9
43.51743532338308,1.3189751243781094,14.0
43.516813432835825,1.3180820895522387,14.1
43.51619154228856,1.317189054726368,14.2
43.515569651741295,1.3162960199004974,14.3
43.51494776119403,1.315402985074627,14.4
43.514325870646765,1.3145099502487563,14.5
43.51370398009951,1.3136169154228856,14.6
43.51308208955224,1.312723880597015,14.7
43.51246019900498,1.3118308457711443,14.8
43.51183830845771,1.3109378109452736,14.9
43.51121641791045,1.310044776119403,15.0
43.51059452736319,1.3091517412935323,15.1
43.509972636815924,1.3082587064676616,15.2
43.50935074626866,1.307365671641791,15.3
43.508728855721394,1.3064726368159203,15.4
43.50810696517413,1.3055796019900496,15.5
43.507485074626864,1.304686567164179,15.6
43.506863184079606,1.3037935323383083,15.7
43.50624129353234,1.3029004975124379,15.8
43.505619402985076,1.3020074626865672,15.9
43.50499751243781,1.3011144278606965,16.0
